siren,raison_sociale,secteur_naf,secteur_libelle,effectif_estime,effectif_min,effectif_max,obligation_beges,beges_publie,beges_valide,beges_decret_2022_compliant,contact_telephone,contact_email,contact_linkedin,statut
100004358,Entreprise 04358 SAS,G,"Commerce, réparation auto",1389,1000,1999,True,True,True,False,False,True,False,sourced
100004359,Entreprise 04359 SAS,M,Activités spé. scientifiques/techniques,683,500,999,True,True,True,True,True,False,False,sourced
100004360,Entreprise 04360 SAS,J,Information et communication,11,10,19,False,False,,,False,False,True,sourced
100004361,Entreprise 04361 SAS,F,Construction,20,20,49,False,False,,,False,True,True,sourced
100004362,Entreprise 04362 SAS,G,"Commerce, réparation auto",19,10,19,False,False,,,True,True,False,sourced
100004363,Entreprise 04363 SAS,S,Autres services,33,20,49,False,False,,,False,False,False,sourced
100004364,Entreprise 04364 SAS,G,"Commerce, réparation auto",265,250,499,False,False,,,False,False,True,contacted
100004365,Entreprise 04365 SAS,Q,Santé humaine et action sociale,260,250,499,False,False,,,True,True,True,sourced
100004366,Entreprise 04366 SAS,G,"Commerce, réparation auto",20,20,49,False,False,,,False,False,False,sourced
100004367,Entreprise 04367 SAS,J,Information et communication,9,6,9,False,False,,,False,False,False,sourced
100004368,Entreprise 04368 SAS,G,"Commerce, réparation auto",1613,1000,1999,True,True,True,True,True,True,True,sourced
100004369,Entreprise 04369 SAS,N,Services administratifs et soutien,5,3,5,False,False,,,False,False,True,sourced
100004370,Entreprise 04370 SAS,N,Services administratifs et soutien,2161,2000,4999,True,False,,,False,True,True,sourced
100004371,Entreprise 04371 SAS,C,Industrie manufacturière,844,500,999,True,True,False,,False,False,False,sourced
100004372,Entreprise 04372 SAS,G,"Commerce, réparation auto",7,6,9,False,False,,,True,False,True,sourced
100004373,Entreprise 04373 SAS,F,Construction,310,250,499,False,False,,,False,True,False,sourced
100004374,Entreprise 04374 SAS,F,Construction,33,20,49,False,False,,,False,False,True,sourced
100004375,Entreprise 04375 SAS,M,Activités spé. scientifiques/techniques,29,20,49,False,False,,,False,True,True,sourced
100004376,Entreprise 04376 SAS,K,Activités financières et assurance,1,1,2,False,False,,,True,True,False,sourced
100004377,Entreprise 04377 SAS,M,Activités spé. scientifiques/techniques,1,1,2,False,False,,,True,False,True,sourced
100004378,Entreprise 04378 SAS,S,Autres services,8,6,9,False,False,,,False,True,False,sourced
100004379,Entreprise 04379 SAS,Q,Santé humaine et action sociale,4,3,5,False,False,,,True,True,False,qualified
100004380,Entreprise 04380 SAS,C,Industrie manufacturière,2745,2000,4999,True,False,,,False,True,True,sourced
100004381,Entreprise 04381 SAS,G,"Commerce, réparation auto",43,20,49,False,False,,,False,False,False,sourced
100004382,Entreprise 04382 SAS,G,"Commerce, réparation auto",12,10,19,False,False,,,False,True,True,sourced
100004383,Entreprise 04383 SAS,S,Autres services,140,100,199,False,False,,,False,False,False,sourced
100004384,Entreprise 04384 SAS,S,Autres services,21,20,49,False,False,,,False,True,False,sourced
100004385,Entreprise 04385 SAS,M,Activités spé. scientifiques/techniques,7,6,9,False,False,,,True,False,False,contacted
100004386,Entreprise 04386 SAS,C,Industrie manufacturière,2,1,2,False,False,,,True,True,False,sourced
100004387,Entreprise 04387 SAS,M,Activités spé. scientifiques/techniques,127,100,199,False,False,,,True,True,True,sourced
100004388,Entreprise 04388 SAS,J,Information et communication,1,1,2,False,False,,,False,False,False,sourced
100004389,Entreprise 04389 SAS,G,"Commerce, réparation auto",774,500,999,True,False,,,True,True,True,sourced
100004390,Entreprise 04390 SAS,N,Services administratifs et soutien,54,50,99,False,False,,,False,True,True,sourced
100004391,Entreprise 04391 SAS,C,Industrie manufacturière,2,1,2,False,False,,,True,False,True,sourced
100004392,Entreprise 04392 SAS,S,Autres services,49,20,49,False,False,,,True,True,True,qualified
100004393,Entreprise 04393 SAS,C,Industrie manufacturière,31,20,49,False,False,,,False,False,False,sourced
100004394,Entreprise 04394 SAS,G,"Commerce, réparation auto",12,10,19,False,False,,,True,False,True,sourced
100004395,Entreprise 04395 SAS,M,Activités spé. scientifiques/techniques,765,500,999,True,True,True,True,False,False,True,sourced
100004396,Entreprise 04396 SAS,I,Hébergement et restauration,7,6,9,False,False,,,False,False,True,sourced
100004397,Entreprise 04397 SAS,N,Services administratifs et soutien,500,500,999,True,False,,,True,True,True,sourced
100004398,Entreprise 04398 SAS,M,Activités spé. scientifiques/techniques,30,20,49,False,False,,,False,True,True,sourced
100004399,Entreprise 04399 SAS,F,Construction,113,100,199,False,False,,,True,True,True,sourced
100004400,Entreprise 04400 SAS,G,"Commerce, réparation auto",6,6,9,False,False,,,True,True,True,qualified
100004401,Entreprise 04401 SAS,G,"Commerce, réparation auto",14,10,19,False,False,,,False,False,False,qualified
100004402,Entreprise 04402 SAS,C,Industrie manufacturière,2071,2000,4999,True,True,True,True,True,True,True,sourced
100004403,Entreprise 04403 SAS,F,Construction,115,100,199,False,False,,,True,False,True,sourced
100004404,Entreprise 04404 SAS,J,Information et communication,81,50,99,False,False,,,False,True,True,sourced
100004405,Entreprise 04405 SAS,G,"Commerce, réparation auto",242,200,249,False,False,,,True,False,True,sourced
100004406,Entreprise 04406 SAS,I,Hébergement et restauration,95,50,99,False,False,,,False,True,False,sourced
100004407,Entreprise 04407 SAS,S,Autres services,2,1,2,False,False,,,False,False,True,sourced
100004408,Entreprise 04408 SAS,G,"Commerce, réparation auto",503,500,999,True,False,,,False,True,True,sourced
100004409,Entreprise 04409 SAS,F,Construction,4906,2000,4999,True,True,True,True,False,False,False,qualified
100004410,Entreprise 04410 SAS,M,Activités spé. scientifiques/techniques,128,100,199,False,False,,,True,True,True,rejected
100004411,Entreprise 04411 SAS,F,Construction,4,3,5,False,False,,,False,False,False,sourced
100004412,Entreprise 04412 SAS,G,"Commerce, réparation auto",184,100,199,False,False,,,False,True,False,sourced
100004413,Entreprise 04413 SAS,G,"Commerce, réparation auto",250,250,499,False,False,,,False,True,True,sourced
100004414,Entreprise 04414 SAS,M,Activités spé. scientifiques/techniques,1726,1000,1999,True,True,True,False,True,True,True,sourced
100004415,Entreprise 04415 SAS,N,Services administratifs et soutien,6,6,9,False,False,,,False,True,True,sourced
100004416,Entreprise 04416 SAS,H,Transports et entreposage,5,3,5,False,False,,,True,True,True,sourced
100004417,Entreprise 04417 SAS,G,"Commerce, réparation auto",25,20,49,False,False,,,False,True,False,qualified
100004418,Entreprise 04418 SAS,J,Information et communication,6,6,9,False,False,,,True,True,True,sourced
100004419,Entreprise 04419 SAS,C,Industrie manufacturière,15,10,19,False,False,,,True,False,False,sourced
100004420,Entreprise 04420 SAS,N,Services administratifs et soutien,206,200,249,False,False,,,False,False,True,sourced
100004421,Entreprise 04421 SAS,I,Hébergement et restauration,19,10,19,False,False,,,False,False,True,rejected
100004422,Entreprise 04422 SAS,N,Services administratifs et soutien,167,100,199,False,False,,,False,True,True,sourced
100004423,Entreprise 04423 SAS,F,Construction,963,500,999,True,False,,,True,True,True,contacted
100004424,Entreprise 04424 SAS,M,Activités spé. scientifiques/techniques,12,10,19,False,False,,,False,True,True,sourced
100004425,Entreprise 04425 SAS,G,"Commerce, réparation auto",7,6,9,False,False,,,False,True,False,sourced
100004426,Entreprise 04426 SAS,G,"Commerce, réparation auto",8,6,9,False,False,,,False,False,True,sourced
100004427,Entreprise 04427 SAS,S,Autres services,16,10,19,False,False,,,True,True,True,sourced
100004428,Entreprise 04428 SAS,N,Services administratifs et soutien,845,500,999,True,False,,,False,True,True,sourced
100004429,Entreprise 04429 SAS,S,Autres services,2,1,2,False,False,,,False,False,True,qualified
100004430,Entreprise 04430 SAS,I,Hébergement et restauration,4,3,5,False,False,,,False,True,True,sourced
100004431,Entreprise 04431 SAS,S,Autres services,70,50,99,False,False,,,False,True,True,qualified
100004432,Entreprise 04432 SAS,I,Hébergement et restauration,16,10,19,False,False,,,False,False,False,qualified
100004433,Entreprise 04433 SAS,M,Activités spé. scientifiques/techniques,301,250,499,False,False,,,True,True,True,sourced
100004434,Entreprise 04434 SAS,M,Activités spé. scientifiques/techniques,46,20,49,False,False,,,False,False,True,sourced
100004435,Entreprise 04435 SAS,F,Construction,2,1,2,False,False,,,False,False,True,qualified
100004436,Entreprise 04436 SAS,M,Activités spé. scientifiques/techniques,4,3,5,False,False,,,True,False,True,sourced
100004437,Entreprise 04437 SAS,H,Transports et entreposage,4,3,5,False,False,,,False,True,False,qualified
100004438,Entreprise 04438 SAS,S,Autres services,74,50,99,False,False,,,False,False,False,qualified
100004439,Entreprise 04439 SAS,F,Construction,24,20,49,False,False,,,False,False,True,qualified
100004440,Entreprise 04440 SAS,F,Construction,52,50,99,False,False,,,False,True,False,sourced
100004441,Entreprise 04441 SAS,J,Information et communication,22,20,49,False,False,,,False,False,True,qualified
100004442,Entreprise 04442 SAS,G,"Commerce, réparation auto",71,50,99,False,False,,,False,False,True,sourced
100004443,Entreprise 04443 SAS,F,Construction,159,100,199,False,False,,,True,True,True,sourced
100004444,Entreprise 04444 SAS,G,"Commerce, réparation auto",24,20,49,False,False,,,True,True,True,sourced
100004445,Entreprise 04445 SAS,F,Construction,1154,1000,1999,True,True,True,True,False,False,True,sourced
100004446,Entreprise 04446 SAS,K,Activités financières et assurance,13,10,19,False,False,,,False,False,True,sourced
100004447,Entreprise 04447 SAS,F,Construction,75,50,99,False,False,,,False,True,True,sourced
100004448,Entreprise 04448 SAS,G,"Commerce, réparation auto",203,200,249,False,False,,,True,False,True,sourced
100004449,Entreprise 04449 SAS,Q,Santé humaine et action sociale,1097,1000,1999,True,True,False,,True,False,True,sourced
100004450,Entreprise 04450 SAS,C,Industrie manufacturière,1,1,2,False,False,,,False,False,True,sourced
100004451,Entreprise 04451 SAS,G,"Commerce, réparation auto",2,1,2,False,False,,,False,False,False,sourced
100004452,Entreprise 04452 SAS,C,Industrie manufacturière,17,10,19,False,False,,,True,True,True,sourced
100004453,Entreprise 04453 SAS,G,"Commerce, réparation auto",4,3,5,False,False,,,False,False,False,sourced
100004454,Entreprise 04454 SAS,S,Autres services,517,500,999,True,True,False,,True,True,True,sourced
100004455,Entreprise 04455 SAS,F,Construction,318,250,499,False,False,,,False,False,False,sourced
100004456,Entreprise 04456 SAS,F,Construction,303,250,499,False,False,,,True,False,True,sourced
100004457,Entreprise 04457 SAS,F,Construction,127,100,199,False,False,,,False,False,True,contacted
100004458,Entreprise 04458 SAS,C,Industrie manufacturière,2,1,2,False,False,,,False,True,True,sourced
100004459,Entreprise 04459 SAS,M,Activités spé. scientifiques/techniques,416,250,499,False,False,,,True,True,True,sourced
100004460,Entreprise 04460 SAS,G,"Commerce, réparation auto",7,6,9,False,False,,,False,False,True,sourced
100004461,Entreprise 04461 SAS,H,Transports et entreposage,46,20,49,False,False,,,True,False,True,sourced
100004462,Entreprise 04462 SAS,S,Autres services,363,250,499,False,False,,,False,False,False,sourced
100004463,Entreprise 04463 SAS,H,Transports et entreposage,12,10,19,False,False,,,False,True,True,sourced
100004464,Entreprise 04464 SAS,Q,Santé humaine et action sociale,24,20,49,False,False,,,True,False,True,sourced
100004465,Entreprise 04465 SAS,G,"Commerce, réparation auto",310,250,499,False,False,,,True,True,False,rejected
100004466,Entreprise 04466 SAS,S,Autres services,1,1,2,False,False,,,False,True,False,sourced
100004467,Entreprise 04467 SAS,I,Hébergement et restauration,338,250,499,False,False,,,False,True,True,sourced
100004468,Entreprise 04468 SAS,G,"Commerce, réparation auto",8,6,9,False,False,,,False,False,True,contacted
100004469,Entreprise 04469 SAS,N,Services administratifs et soutien,101,100,199,False,False,,,False,False,False,sourced
100004470,Entreprise 04470 SAS,F,Construction,56,50,99,False,False,,,True,True,False,sourced
100004471,Entreprise 04471 SAS,S,Autres services,88,50,99,False,False,,,False,True,True,sourced
100004472,Entreprise 04472 SAS,J,Information et communication,2,1,2,False,False,,,True,True,True,sourced
100004473,Entreprise 04473 SAS,G,"Commerce, réparation auto",26,20,49,False,False,,,False,True,True,qualified
100004474,Entreprise 04474 SAS,H,Transports et entreposage,29,20,49,False,False,,,False,False,True,sourced
100004475,Entreprise 04475 SAS,I,Hébergement et restauration,2,1,2,False,False,,,False,False,True,sourced
100004476,Entreprise 04476 SAS,S,Autres services,25,20,49,False,False,,,False,True,True,sourced
100004477,Entreprise 04477 SAS,G,"Commerce, réparation auto",6,6,9,False,False,,,False,False,False,sourced
100004478,Entreprise 04478 SAS,M,Activités spé. scientifiques/techniques,737,500,999,True,True,False,,True,False,True,sourced
100004479,Entreprise 04479 SAS,F,Construction,937,500,999,True,True,True,True,False,False,True,sourced
100004480,Entreprise 04480 SAS,F,Construction,719,500,999,True,True,False,,False,True,True,contacted
100004481,Entreprise 04481 SAS,I,Hébergement et restauration,677,500,999,True,True,True,True,True,True,True,sourced
100004482,Entreprise 04482 SAS,Q,Santé humaine et action sociale,194,100,199,False,False,,,False,False,True,sourced
100004483,Entreprise 04483 SAS,M,Activités spé. scientifiques/techniques,8,6,9,False,False,,,False,False,True,sourced
100004484,Entreprise 04484 SAS,H,Transports et entreposage,3,3,5,False,False,,,False,False,True,sourced
100004485,Entreprise 04485 SAS,C,Industrie manufacturière,53,50,99,False,False,,,False,True,False,sourced
100004486,Entreprise 04486 SAS,M,Activités spé. scientifiques/techniques,402,250,499,False,False,,,False,False,True,sourced
100004487,Entreprise 04487 SAS,I,Hébergement et restauration,1116,1000,1999,True,False,,,False,False,True,contacted
100004488,Entreprise 04488 SAS,N,Services administratifs et soutien,5,3,5,False,False,,,True,True,True,sourced
100004489,Entreprise 04489 SAS,S,Autres services,25,20,49,False,False,,,False,False,False,qualified
100004490,Entreprise 04490 SAS,I,Hébergement et restauration,35,20,49,False,False,,,False,False,True,qualified
100004491,Entreprise 04491 SAS,S,Autres services,6,6,9,False,False,,,False,False,True,qualified
100004492,Entreprise 04492 SAS,M,Activités spé. scientifiques/techniques,11,10,19,False,False,,,False,True,True,sourced
100004493,Entreprise 04493 SAS,S,Autres services,500,500,999,True,True,False,,False,True,False,qualified
100004494,Entreprise 04494 SAS,M,Activités spé. scientifiques/techniques,33,20,49,False,False,,,False,True,True,sourced
100004495,Entreprise 04495 SAS,N,Services administratifs et soutien,1,1,2,False,False,,,False,False,True,sourced
100004496,Entreprise 04496 SAS,M,Activités spé. scientifiques/techniques,307,250,499,False,False,,,False,True,True,sourced
100004497,Entreprise 04497 SAS,F,Construction,88,50,99,False,False,,,False,True,True,sourced
100004498,Entreprise 04498 SAS,F,Construction,3,3,5,False,False,,,True,True,True,sourced
100004499,Entreprise 04499 SAS,F,Construction,36,20,49,False,False,,,False,False,True,sourced
100004500,Entreprise 04500 SAS,M,Activités spé. scientifiques/techniques,2,1,2,False,False,,,False,True,False,contacted
